[2025-12-30 09:31:02.192] [headpose_logger] [info] Pitch: 64.3 degrees, Yaw: 72.0 degrees, Roll: -69.0 degrees
[2025-12-30 09:31:02.192] [headpose_logger] [info] Pitch: 64.3 degrees, Yaw: 72.0 degrees, Roll: -69.0 degrees
[2025-12-30 09:31:02.288] [headpose_logger] [info] Pitch: 65.0 degrees, Yaw: 70.3 degrees, Roll: -69.3 degrees
[2025-12-30 09:31:02.289] [headpose_logger] [info] Pitch: 65.0 degrees, Yaw: 70.3 degrees, Roll: -69.3 degrees
[2025-12-30 09:31:02.383] [headpose_logger] [info] Pitch: 86.3 degrees, Yaw: 63.6 degrees, Roll: -53.0 degrees
[2025-12-30 09:31:02.484] [headpose_logger] [info] Pitch: 83.6 degrees, Yaw: 61.0 degrees, Roll: -56.5 degrees
[2025-12-30 09:31:02.484] [headpose_logger] [info] Pitch: 83.6 degrees, Yaw: 61.0 degrees, Roll: -56.5 degrees
[2025-12-30 09:31:02.592] [headpose_logger] [info] Pitch: 72.0 degrees, Yaw: 69.0 degrees, Roll: -69.8 degrees
[2025-12-30 09:31:02.593] [headpose_logger] [info] Pitch: 72.0 degrees, Yaw: 69.0 degrees, Roll: -69.8 degrees
[2025-12-30 09:31:02.691] [headpose_logger] [info] Pitch: 87.7 degrees, Yaw: 61.8 degrees, Roll: -56.8 degrees
[2025-12-30 09:31:02.792] [headpose_logger] [info] Pitch: 71.4 degrees, Yaw: 68.5 degrees, Roll: -72.1 degrees
[2025-12-30 09:31:02.793] [headpose_logger] [info] Pitch: 71.4 degrees, Yaw: 68.5 degrees, Roll: -72.1 degrees
[2025-12-30 09:31:02.891] [headpose_logger] [info] Pitch: 83.9 degrees, Yaw: 62.0 degrees, Roll: -58.7 degrees
[2025-12-30 09:31:02.891] [headpose_logger] [info] Pitch: 83.9 degrees, Yaw: 62.0 degrees, Roll: -58.7 degrees
[2025-12-30 09:31:02.995] [headpose_logger] [info] Pitch: 84.8 degrees, Yaw: 64.8 degrees, Roll: -65.2 degrees
[2025-12-30 09:31:03.093] [headpose_logger] [info] Pitch: 82.0 degrees, Yaw: 66.0 degrees, Roll: -70.8 degrees
[2025-12-30 09:31:03.093] [headpose_logger] [info] Pitch: 82.0 degrees, Yaw: 66.0 degrees, Roll: -70.8 degrees
[2025-12-30 09:31:03.200] [headpose_logger] [info] Pitch: 85.1 degrees, Yaw: 66.7 degrees, Roll: -75.5 degrees
[2025-12-30 09:31:03.212] [headpose_logger] [info] Pitch: 85.1 degrees, Yaw: 66.7 degrees, Roll: -75.5 degrees
[2025-12-30 09:31:03.319] [headpose_logger] [info] Pitch: 86.4 degrees, Yaw: 69.1 degrees, Roll: -78.1 degrees
[2025-12-30 09:31:03.418] [headpose_logger] [info] Pitch: 79.6 degrees, Yaw: 73.0 degrees, Roll: -82.7 degrees
[2025-12-30 09:31:03.419] [headpose_logger] [info] Pitch: 79.6 degrees, Yaw: 73.0 degrees, Roll: -82.7 degrees
[2025-12-30 09:31:03.525] [headpose_logger] [info] Pitch: 70.6 degrees, Yaw: 72.1 degrees, Roll: -88.1 degrees
[2025-12-30 09:31:03.525] [headpose_logger] [info] Pitch: 70.6 degrees, Yaw: 72.1 degrees, Roll: -88.1 degrees
[2025-12-30 09:31:03.637] [headpose_logger] [info] Pitch: 66.1 degrees, Yaw: 72.9 degrees, Roll: -93.0 degrees
[2025-12-30 09:31:03.749] [headpose_logger] [info] Pitch: 70.6 degrees, Yaw: 71.8 degrees, Roll: -88.6 degrees
